orth,pron_no_tones
ក្ដាំង,kdaŋ
អប,ʔɑɑp
តោន,taon
រំកិល,rumkəl
ឡូរី,loo rii
បរមត្ថ,bɑɑraʔmat
ឆ្អន់,cʔɑn
ចាំង,caŋ
រំពើន,rumpəən
ផ្គង,pkɔɔŋ
ប្រាជ្ញា,praacɲaa
ក្សេត្រាធិការ,kseɛttraatʰiʔkaa
ថ្ងៃ,tŋay
សាត,saat
វិសាលភាព,viʔsaalpʰiep
ធ្លុះ,tluh
សមធម៌,saʔmaʔtʰoa
កកិត,kɑkət
បញ្ឆោត,bɑɲcʰaot
អនុ,ʔaʔnuʔ
រួច,ruəc
បំបួស,bɑmbuəh
ផ្នូរ,pnoo
ស៊ូ,suu
ហត់,hat
អតិថិជន,ʔaʔteʔtʰeʔcʊən
ទ្រវែង,trɔvɛɛŋ
សោហ៊ុយ,sao huy
ត្វា,tvaa
រហោ,rɔhao
ប្រឆេះ,prɑcʰeh
គ្រួ,kruə
ក្លាហាន,klaa haan
និវេទន៍,niʔveet
បន,bɑɑn
ឧរា,ʔuʔraa
អើយ,ʔaǝy
សម្រក,sɑmrɑɑk
សិទ្ធត្ថ,settʰoattʰaʔ
ភក្តិ,pʰeaʔ
បរិក្ខារ,bɑɑrekkʰaa
ក្លន,klɑɑn
ស្លោក,slaok
សាកច្ចា,saakaccʰaa
រកកល់,rɔɔk kɑl
ប្រលោះ,prɑlɑh
ស្ថិត,stʰət
អង្ក្រង,ʔɑŋkrɑɑg
ថ្កល់,tkɑl
អូច ៗ,ʔooc-ʔooc
ញុះ,ɲuh
រំភើប,rumpʰəəp
បុព្វ,boppeaʔ
គ្រហរ,krɔhɔɔ
ស្មង,smɑɑŋ
ត្រោស,trɑh
លោង,looŋ
ឈ្លក់,clʊək
សាលា,saalaa
រចនាបថ,raʔcaʔnaabɑt
ហោះ,hah
ទេសន្តរប្រវេសន៍,teesantaʔreaʔprɑveeh
ស្រល់,srɑl
សមាស,saʔmaah
បីបាច់,bəy-bac
ខ្វាក់,kvak
ចំឡក,cɑmlɑɑk
ប្រុស,proh
បង្គង,bɑŋkɔɔŋ
ពយ,pɔɔy
អំបោស,ʔɑmbaoh
បង់សំណាញ់,bɑŋ sɑmnaɲ
អំបាញ់មិញ,ʔɑmbaɲ mɨɲ
ពេជ្រ,pɨc
ប្រថាប់,prɑtʰap
សុច,soc
ទ្រហោ,trɔhoo
យុវជន,yuʔveaʔcʊən
ប្រវេ,prɑveɛ
ភ្លាំង,pleaŋ
ថូន,tʰoon
អាទិភាព,ʔaatiʔpʰiep
ព្រាហ្មណ៍,priem
ឆ្ពោះ,cpʊəh
ផ្ដាសាយ,pdaahsaay
យ៉ៃ,yay
សំនួន,sɑmnuən
ឧសភា,ʔuʔsaʔpʰie
ប៉ះ,pah
លោមា,loomie
កករ,kɑkɑɑ
លត,lɔɔt
ទស្សនកិច្ច,tʊəhsaʔnaʔkəc
មឹង,mɨŋ
ការប្រកាស,kaaprɑkaah
និទ្ទេស,nitteesaʔ
ស្ទះ,steah
ព្រះ,preah
បង្កក់,bɑŋkɑk
ភេរី,pʰeerii
អាស្រ័យ,ʔaasray
សំអប់,sɑmʔɑp
គេហកិច្ច,keehaʔkəc
ឥត,ʔet
ស្រឡាំងកាំង,srɑlaŋ-kaŋ
ក្រញូវ,krɑɲəv
គ្រលួច,krɔluəc
ត្រឈៃ,trɑcʰey
ច្បារ,cbaa
បព្វាជនីយកម្ម,bappieceaʔniiyeaʔkam
ចំទាល,cɑmtiel
សក្តា,saʔkdaa
បរមាណូ,paʔraʔmaanoo
ចរាចរណ៍,cɑɑraacɑɑ
និរោធ,niʔroot
ក្រវែល,krɑvael
ភារកិច្ច,pʰiereaʔkəc
ទ្រាំង,treaŋ
វូ,vuu
រហេងរហាង,rɔheɛŋ-rɔhaaŋ
ស្ទាត់,stoat
ប្រែ,prae
ព្រងើយ,prɔŋəəy
ភាន,pʰien
បីដូច,bəy dooc
អង្គត់,ʔɑŋkɔǝt
អឃោសៈ,ʔaʔkʰoosaʔ
បារត,baarɑɑt
ឧបភោគ,ʔuʔpaʔpʰook
ដំណាល,dɑmnạal
វិសម្ពាធ,viʔsɑmpiet
ច្រងាង,crɑŋaaŋ
ឈ្ងោក,cŋook
រលួត,rɔluət
ទូរគមនាគមន៍,tuureaʔkeaʔmeaʔniekum
ថែប,tʰaep
 ព្រឺស,prɨh
សោភណភាព,saopʰoanaʔpʰiep
ដកព,dɑɑk pɔɔ
បុគ្គលិកលក្ខណៈ,bokkeaʔlikleakkʰaʔnaʔ
សម្មា,sammaa
សម្បើម,sɑmbaǝm
ច្របាច់,crɑbac
ក្លើ,klaə
សុរិយា,soʔreʔyaa
ក្សត្រ,ksat
ប្រវ័ញ្ច,prɑvaɲ
ដាស់តឿន,dah tɨən
ឯង,ʔaeŋ
គោង,kooŋ
រវើរវាយ,rɔvəə-rɔviey
បន្ទោ,bɑntoo
វិបត្តិ,viʔbat
វាត,viet
បេឡា,peɛlaa
ឥត្ថី,ʔettʰəy
បារាំង,baaraŋ
អយ្យ,ʔayyeaʔ
ធរណី,tʰɔɔreaʔnii
អង្កន់,ʔɑŋkɑn
ជំនា,cumnie
បរិមាណ,paʔreʔmaan
វិបាក,viʔpaakaʔ
អត់,ʔɑt
អហង្ការ,ʔaʔhaŋkaa
ផឹង,pʰəŋ
ក្លាស់,klah
ក្រាម,kraam
រេខា,reekʰaa
សមមិត្ត,saʔmaʔmit
គំរក់,kumrʊək
រាន់,roan
មហាមិត្ត,meaʔhaamit
មីល,miil
ស្នាក់,snak
តាត,taat
បុស្បា,bohsbaa
ឥធលោក,ʔittʰeaʔlook
ធេងធោង,tʰeeŋ-tʰooŋ
ស្វ័យប្រវត្តិ,svaypravoat
ច្រក់,crɑk
សសិត,sɑsət
ញឹកញាប់,ɲɨk-ɲoap
ថាប់,tʰap
បង្វឹក,bɑŋvək
ព្រមាន,prɔmien
រស,rʊəh
ប៉ោក,paok
ពិសាខបូជា,piʔsaak boocie
ស្រា,sraa
បង្អង់,bɑŋʔɑŋ
ចៅក្រម,cav Krɑm
នែបនិត្យ,nɛɛp nɨt
ធម្មយុត្តិ,tʰoammeaʔyut
ដាយ,daay
ហាង,haaŋ
រវៀស,rɔviəh
ក្បែរ,kbae
ស្រងាត់,srɑŋat
ភូគព្ភសាស្ត្រ,pʰuukuppʰeaʔsaah
ឆ្កឹង,ckəŋ
រាប់រៀប,roap-riəp
ពពាយនាយ,pɔpiey-niey
ទួត,tuət
សំដៅ,sɑmdav
មហិច្ឆតា,meaʔhəccʰaʔtaa
ឧទាន,ʔuʔtien
ទង់ដែង,tʊəŋ daeŋ
សារប្រយោជន៍,saa prayaoc
ច្នេះ,cneh
ប្រស់,prɑh
ត្មាត,tmaat
ទំនង,tumnɔɔŋ
ពោធិវ័ង្ស,pootʰiʔveaŋ
សណ្ដាប់,sɑndap
៨,8
ខាន,kʰaan
មាសា,miesaa
បាយសី,baay səy
ពុប,pup
អាម៉ាស់,ʔaamah
ម៉ត់ចត់,mɑt-cɑt
ដដែល,dɑdael
ប្រដាល់,prɑdal
លេខាធិការដ្ឋាន,leekʰaatʰiʔkaatʰaan
ថ្នូរ,tnoo
ទសពិធរាជធម៌,teaʔsaʔpitrieceaʔtʰoa
មារ,mie
សម្រួច,sɑmruǝc
បទបញ្ជា,bɑt bɑɲcie
បំពាក់,bɑmpeak
អសុភ,ʔaʔsop
ឡាញ់,laɲ
ប្រតិបត្តិការ,prɑteʔbatkaa
ចារកម្ម,caareaʔkam
៥,5
បដិកូល,paʔdeʔkool
ដម,dɑɑm
ស្ងាប,sŋaap
កុញ,koɲ
កញ្ច្រែង,kɑɲcraeŋ
ប្រមេះ,prɑmeh
ប៉ិច,pəc
គុណបទ,kunaʔbɑt
សេរី,seɛrǝy
គោះ,kʊəh
សឺ,sǝǝ
ទ្រទ្រង់,trɔtrʊəŋ
ទោ,too
ត្របែក,trɑbaek
ព្រលឹម,prɔlɨm
ករណីយកិច្ច,kaarənəyyeaʔkəc
កុលាប,koʔlaap
ជេស្ឋ,ceeh
ព្រីង,priiŋ
ទម្រាំ,tumroam
វុន,vun
បព្វជ្ជាចារ្យ,bappacciecaa
រុជា,ruʔcie
ប្លោក,plaok
អរិភាព,ʔaʔriʔpʰiep
ក្នុង,knoŋ
ផែល,pʰael
ផ្ចាញ់,pcaɲ
បុព្វេ,boppee
ឆិត,cʰət
ពន្ឋនាគារ,poantʰeaʔniekie
ដុប,dop
ហស្ត,hoah
សុគត,soʔkɔǝt
បន្ថយ,bɑntʰɑɑy
អធន,ʔaʔtʰeaʔneaʔ
អើពើ,ʔaǝ-pǝǝ
ភោគ,pʰook
ពាល,piel
រដូវ,rɔdəv
អាសា,ʔaasaa
ប្រេះ,preɛh
តង្វាយ,tɑŋvaay
វិយោគ,viʔyook
ម្ល៉េះ,mleh
បញ្ជ្រាប,bɑɲcriep
ផ្កា,pkaa
ស្រេច,srac
ប្រជាធិបតី,prɑcietʰiʔpaʔdəy
ប្រយោជន៍,prɑyaoc
បម្រះ,bɑmrah
កត្តា,kattaa
ធម៌,tʰoa
ប្រទីប,prɑtiip
ថ្និតថ្នម,tnət-tnɑɑm
ឧណ្ហ,ʔunhaʔ
អ្វីខ្លះ,ʔvǝy klah
សុរា,soʔraa
គន់,kʊən
នីតិកាល,niiteʔkaal
ស្វាធ្យាយ,svaatyiey
ពាណិជ្ជ,pienɨc
ងរ,ŋɔɔ
ធារី,tʰierii
ក្លែង,klaeŋ
សម្រុះសម្រួល,sɑmroh-sɑmruəl
តាយហោង,taay haoŋ
ដុះដាល,doh daal
ហួត,huǝt
រលោក,rɔlook
ត្នោត,tnaot
ប្រអូស,prɑʔooh
ជ្រាយ,criey
សំរូត,sɑmroot
ជូរ,cuu
ងោង,ŋooŋ
លែបខាយ,lɛɛp-kʰaay
ដៃ,day
គំរោះ,kumrʊəh
បង្អន់,bɑŋʔɑn
ទ័ព,toap
ត្បុរ,tbol
ទាល់តែ,toal tae
ពង្រាង,pʊəŋrieŋ
សម្រេច,sɑmrac
ព្រឹទ្ធ,prɨt
ចំបង,cɑmbɑɑŋ
រយាន,rɔyien
បន្ទាន់,bɑntoan
ត្រយូង,trɑyooŋ
ភ្លីភ្លើ,plii-pləə
ធញ្ញជាតិ,tʰoaɲɲeaʔciet
ចុល្ល,collaʔ
ចៀម,ciəm
អសត្យ,ʔaʔsat
ស្អាន,sʔaan
របា,rɔbaa
ចំពប់,cɑmpup
បរិសុទ្ធ,bɑɑreʔsot
បំបោរ,bɑmbao
បោះ,bɑh
ឆត្រ,cʰat
ចម្ងាយ,cɑmŋaay
ប្លាយ,plaay
ហ៊ឹក,hɨk
គុណវុឌ្ឍិ,kunaʔvuttʰiʔ
កន្ទោក,kɑntook
ច្រាវ,craav
រចនាប័ទ្ម,reaʔcaʔnaabat
នគរធំ,nɔkɔɔtʰom
ភគិនី,pʰeaʔkiʔnii
រៃ,rey
ពាជី,piecii
ទម្រង់ការ,tumrʊəŋ kaa
រម,rɔɔm
ពណ៌នា,poanaʔnie
ត្រចះ,trɑcah
ផ្អៀង,pʔiəŋ
ង៉ាវ,ŋaav
បូ,boo
សំណង់,sɑmnɑŋ
តុង,toŋ
ឧបទេស,ʔuʔpaʔteeh
ពារ,pie
តែងតាំង,taeŋ-taŋ
លោកា,lookaa
ប៉ៃឡាំ,paylam
ត្រចង់,trɑcɑŋ
ប្រឈ្លោះ,prɑclʊəh
តក់,tɑk
ផ្ដុំ,pdom
ផ្សំផ្គុំ,psɑm pkum
ងឿង,ŋɨəŋ
ព្នៅ,pnɨv
សម្រន់,sɑmrɑn
រន្ទាល,rʊəntiel
កាំបិត,kambət
ចែង,caeŋ
និរន័យ,nirney
ចន្ទមណ្ឌល,canteaʔmʊəndʊəl
លទ្ធភាព,lattʰeaʔpʰiep
យួរ,yuə
ប្រូស,prooh
ឆ្អល់,cʔɑl
ផលានិសង្ស,pʰaʔlaaniʔsɑŋ
តៀង,tiəŋ
មត្តេយ្យសាលា,mattəyyeaʔsaalaa
បន្លាស់,bɑnlah
ជែក,cɛɛk
ភ្លៀង,pliəŋ
ផ្ទឹម,ptɨm
សម្ញែង,Sɑmɲaeŋ
ឆ្នៃ,cnay
បីបម,bəy-bɑɑm
លួត,luǝt
ពោធិ,pootʰiʔ
គ្រោង,krooŋ
ក្រែក,kraek
ខ្ពាក,kpiek
អត្ថ,ʔattʰaʔ
រមួល,rɔmuəl
អាចម៍,ʔac
តើន,taən
បារម្ភ,baarɑm
ជិះ,cih
សិលា,seʔlaa
ខម,kʰɑɑm
ជំរឿន,cumrɨən
មួយ,muəy
អតិសុខុមប្រាណ,ʔaʔteʔsoʔkʰompraah
រនាស់,rɔnoah
សាំ,sam
ខ្វេរ,kveɛ
សំរាប់,sɑmrap
ឌឺ,dɨɨ
ក្រមា,krɑmaa
បំបែរ,bɑmbae
ហោង,haoŋ
ស្មែ,smae
រ៉េ,reɛ
បុស្ស,boh
ធម្មាធិបតេយ្យ,tʰoammietʰiʔpaʔtay
ទ្វេភាគី,tveepʰiekii
ប្រញាប់,prɑɲap
ខ្វិច,kvəc
បញ្ច្រាស,bɑɲcraah
អតិមូល,ʔaʔteʔmuul
ផ្កាយ,pkaay
ជែង,cɛɛŋ
ភ្លឹប,plɨp
ប្រកាស,prɑkaah
ស្នេហា,snaehaa
សុខ,sok
សន្ធឹក,sɑntʰɨk
យោក្ប័ត្រ,yookbat
បីតិ,pəyteʔ
លំហ,lumhɔɔ
វុឌ្ឍិ,vuttʰiʔ
សំឡេង,sɑmleɛŋ
ខ្វោះ,kvɑh
ពិពាហ៍,piʔpie
ស្ពោត,spoot
បំប្លែង,bɑmplaeŋ
នក្ខត្ត,neakkʰat
ស្លុក,slok
ថី,tʰəy
អស្សុ,ʔahsoʔ
ក្រពះ,krɑpeah
មរកត,meaʔreaʔkɑt
ខិតខំ,kʰət kʰɑm
គ្រាប់,kroap
ទសក័ណ្ឋ,teaʔsaʔkan
អណ្ដែត,ʔɑndaet
សមាបត្តិ,saʔmaabat
ស្រឡៅ,srɑlav
ក្រសួង,krɑsuəŋ
ប្រហាក់ប្រហែល,prɑhak-prɑhael
រឹត,riit
ស្រងែ,srɑŋae
ស្លៅ,slav
ជំរះ,cumreah
ញែក,ɲɛɛk
ប្រព្រឹត្តិកម្ម,prɑprɨtteʔkam
ពន្លៃ,pʊənley
ឡក,laak
បំបាំង,bɑmbaŋ
ស្គាំង,skeaŋ
បង្ហាត់,bɑŋhat
ប្រជាមតិ,prɑciemeaʔteʔ
ណា,naa
បរិស្ថានវិទ្យា,bɑɑreʔstʰaanvityie
រាហូ,riehuu
សណ្ដែក,sɑndaek
ល្ហួត,lhuǝt
ល្មួត,lmuǝt
អកយំ,ʔɑɑk yum
វិសុទ្ធ,viʔsot
ក្រមការ,krɑmaʔkaa
រង្កៀក,rʊəŋkiək
ស្រែ,srae
អមច្ចា,ʔaʔmaccaa
រហើត,rɔhaət
កម្មវិធី,kamviʔtʰii
ថាំ,tʰam
សាជីវកម្ម,saaciiveaʔkam
ក្រើន,kraən
អ៊ូច,ʔuuc
ខ្ជាក់,kceak
ឯកឯង,ʔaek-ʔaeŋ
ប្រដូច,prɑdooc
ស្រែះ,sreh
ឧត្តរ,ʔutdɑɑ
ប្លូច,plooc
ជម្ងឺ,cumŋɨɨ
សាខា,saakʰaa
ក្បត់,kbɑt
សំណំ,sɑmnɑm
ទំនាស់,tumnoah
ជ្រាំ,croam
ស្អិត,sʔǝt
ម៉ូក,mook
អនោតត្ត,ʔaʔnaotat
ទេរ,tee
ស្ថិតិ,stʰeʔteʔ
ឱរស,ʔaorɑh
ស្វ័យប្រវត្តិកម្ម,svaypravoatteʔkam
ច្រមក់,crɑmɑk
អំណោយ,ʔɑmnaoy
ស្មសាន,smaʔsaan
ស្នងការ,snɑɑŋ kaa
ឡោក,laok
អឺងកង,ʔəəŋ kɑɑŋ
រាក,riek
និរុត្តិសាស្ត្រ,niʔrutteʔsaah
អូយ,ʔooy
ម៉ុង,moŋ
រលូន,rɔluun
រួត,ruət
ទូរគម,tuureaʔkum
ចតុម្មុខ,caʔtommuk
ហេដ្ឋារចនាសម្ពន្ធ,heɛttʰaaraʔcaʔnaasampɔǝn
រដែ,rɔdae
រហៀង,rɔhiəŋ
ភត្ត,pʰoat
ពាន,pien
ត្រប់,trɑp
សក្ក,sakkaʔ
ស្រលាញ់,srɑlaɲ
ចោត,caot
ទើបនឹង,təəp nɨŋ
អៀនប្រៀន,ʔiǝn-priǝn
គម្រាម,kumriem
ខត្តិយ,kʰattəy
ទុព្ភិក្ខភ័យ,tuppʰikkʰaʔpʰey
ទ្រមម,trɔmɔɔm
រួញរា,ruəɲ-rie
ក្ដារ,kdaa
មាល័យ,mieley
ខូង,kʰooŋ
បំផុល,bɑmpʰol
ដង្ហែ,dɑŋhae
ចំឡង,cɑmlɑɑŋ
មុប,mup
ហ្មង,maaŋ
អិស្លាម,ʔihslaam
មហាម៉ាត់,mɔɔhaamat
អួទីនួ,ʔuə tii nuə
មាតុគ្រាម,mietoʔkriem
ក្រោធ,kraot
អបគមន៍,ʔaʔpaʔkum
ម្នីម្នា,mnii-mnie
មេឃ,meek
មូល,muul
កម្មវាចា,kammaʔviecaa
ក្តាប់,kdap
បរមាភិសម្ពោធិ,paʔraʔmaapʰiʔsampoot
ឧត្តរមានជ័យ,ʔutdɑɑ mien cey
សងខាង,sɑɑŋ kʰaaŋ
គោលិកា,kooliʔkaa
ឆាក,cʰaak
រមាត់,rɔmoat
ដំណាំ,dɑmnam
បង្អត់,bɑŋʔɑt
រមែង,rɔmɛɛŋ
ភ្នែន,pnɛɛn
នាយ,niey
ណយ,nɑɑy
អសន្យាណូ,ʔaʔsɑnyaanoo
ត្រឈឹង,trɑcʰɨŋ
និយាយ,niʔyiey
រទីសរទាស,rɔtiih-rɔtieh
ប៉ាហាំង,paahaŋ
វិមុត្តិ,viʔmutteʔ
មាតុភូមិនិវត្តន៍,mietoʔpʰuumniʔvoat
ស្រេក,sreɛk
វាង,vieŋ
សណ្ដំ,sɑndɑm
ហត្ថលេខា,hattʰaʔleekʰaa
អនេកអនន្ត,ʔaʔnaek-ʔaʔnɑn
ពិរោធ,piʔroot
បណ្ដាសា,bɑndaasaa
ប្រតោង,prɑtaoŋ
ញឹកញយ,ɲɨk-ɲɔɔ
ក្រពុំ,krɑpum
បែង,baeŋ
ឈ្នះ,cneah
បិតុច្ឆា,peʔtoccʰaa
កណិការ,kaʔneʔkaa
វត្ស,voat
ខ្លោច,klaoc
ទំនើង,tumnəəŋ
មមាល,mɔmiel
ខ្ចរខ្ចាយ,kcɑɑ-kcaay
ទស្សនា,tʊəhsaʔnaa
វិភាគ,viʔpʰiek
បឋវី,paʔtʰaʔvii
ផ្កាចារ,pkaa caa
រូបិយប័ណ្ណ,ruupəyyeaʔban
កម្មសិក្សា,kammeaʔsəksaa
ចំអៀក,cɑmʔiək
គណនេយ្យករ,keaʔnaʔnəyyeaʔkɑɑ
មិច,mɨc
មាស,mieh
ខ្ទិះ,ktih
គាស់,koah
វិសាល,viʔsaal
សមភាព,saʔmaʔpʰiep
ស្កល់,skɑl
ផ្អាក,pʔaak
អុះ,ʔoh
ផ្តាំ,pdam
ខ្លុង,kloŋ
អម្ពិល,ʔɑmpɨl
បួងសួង,buəŋ suəŋ
កុះ,koh
វណ្ណយុត្ត,voannʔyut
បរិកប្បី,paʔreʔkappəy
អី,ʔəy
នង្គ័ល,neaŋkoal
អុរ,ʔol
បទឧក្រិដ្ឋ,bɑtʔokrət
ភូគព្ភវិទូ,pʰuukuppʰeaʔviʔtuu
ឧទ្ធរណ៍,ʔuttʰɔɔ
រញ្ជួយ,rʊəɲcuəy
ភ្លេច,plɨc
ប្រចក្ស,prɑcak
លិង្គ,lɨŋ
ដុល,dol
កសាង,kɑɑ saaŋ
ឧទរ,ʔuʔtɔɔ
អុស,ʔoh
បាវ,baav
ស្រពាប,srɑpiep
រំពង,rumpɔɔŋ
ខែក,kʰaek
ឱប,ʔaop
បាវព្រាវ,baav priev
ញាតិ,ɲiet
ជាលិកា,cieliʔkaa
ប្រសើរ,prɑsaə
ដងដោយ,dɑɑŋ daoy
តាវកាលិក,taaveaʔkaalik
ក្រខ្វក់,krɑkvɑk
ត្រឹង,trəŋ
វិធិ,viʔtʰiʔ
ចចូត,cɑcoot
ភាសា,pʰiesaa
វង្វាន់,vʊəŋvoan
ពិរុណ,piʔrun
ភណ្ឌ,pʰoandeaʔ
អតីត,ʔaʔdɨt
គ្រោះ,krʊək
ឥណទាន,ʔintien
យ៉,yɑɑ
ចួប,cuəp
ខ្នាត,knaat
ភូ,pʰuu
អាយុ,ʔaayuʔ
ប្រលេះ,prɑleh
ពុទ្ធដីកា,puttʰeaʔdəykaa
ស្រទន់,srɑtʊən
សន្ធៅ,sɑntɨv
ឈ្ងុយ,cŋuy
បរិធាន,paʔreʔtʰien
គេច,kɨc
បណ្ដោយ,bɑndaoy
បើ,baə
ឆ្ងក់,cŋɑk
រសាយ,rɔsaay
ចឺម,cəəm
បដិមាករ,paʔdeʔmaakɑɑ
កកើត,kɑkaət
មេអំបៅ,mee ʔɑmbav
កាមគុណ,kaameaʔkun
រជ្ជទាយាទ,racceaʔtieyiet
ត្រ័យ,tray
ស្ទោង,stooŋ
រំលង,rumlɔɔŋ
ធរមាន,tʰeaʔreaʔmien
ខ្មេះ,kmeh
ប្រស្រ័យ,prɑsray
រលម,rɔlɔɔm
ម្ល៉ោះ,mlɑh
សំកុល,sɑmkol
ទំនាប,tumniep
សំអាត,sɑmʔaat
ពពែ,pɔpɛɛ
ច្រនៀង,crɑniəŋ
ច្រងេង ច្រងាង,crɑŋeɛŋ-crɑŋaaŋ
ស្បាត,sbaat
បូស,booh
ត្រែង,traeŋ
ណាំង,naŋ
សង្ស័យ,sɑŋsay
សញ្ញាប័ណ្ណ,saɲɲaaban
ត្រលប់,trɑlɑp
គែ,kɛɛ
បរិកម្ម,bɑɑreʔkam
នាំ,noam
ខ្ទឹម,ktɨm
ដោក,daok
ព្រួស,pruəh
ស្បង់,sbɑŋ
អំពី,ʔɑmpii
ស្រុក,srok
ភេ,pʰee
ចន្ទោល,cɑntool
ទ្រុឌ,trut
ជន,cɔɔn
ឆវី,cʰaʔvii
របែង,rɔbaeŋ
ចៀរ,ciə
ទូលាយ,tuuliey
កកោះ,kɑkɑh
បូល,bool
គ្រ,krɔɔ
បុគ្គលាធិដ្ឋាន,bokkeaʔlietʰittʰaan
ដែរ,dae
ទន្សាយ,tʊənsaay
ប្រញាយ,prɑɲaay
ទស្សនិកជន,tʊəhsaʔnikcʊən
អស្មិមានះ,ʔahsmeʔmieneah
សេនីយ,seɛnǝy
ទេ,tee
អប់រំ,ʔɑp rum
បណ្ដាល,bɑndaal
ចេះ,ceh
ស្រណោក,srɑnaok
ក្រហម,krɑhɑɑm
ស្រិល,srǝl
ឧត្តម,ʔutdɑm
កិត្យានុភាព,ketyaanuʔpʰiep
អយស្ម័យយាន,ʔaʔyeaʔsmayyien
ពូ,puu
ផាក,pʰaak
នាថ,niet
ប្តី,pdəy
កន្ទួត,kɑntuət
ព្រេច,prɨc
សត្តម,sattaʔmaʔ
ស្នៀត,sniǝt
គ្រើម,krəəm
ព្រិច,prɨc
ដូនជី,doon cii
ជំពាក់,cumpeak
សក្ខី,sakkʰəy
ចាល,caal
បរាជ័យ,paʔraacey
ឫក,rɨk
ហា,haa
ពួត,puət
រលុះ,rɔluh
វៈ,veaʔ
ក្រឡោ,krɑlao
ឧមា,ʔuʔmaa
ថិរវេលា,tʰeɛraʔveelie
រញិករញុក,rɔɲək-rɔɲok
ប៉ុន្តែ,pontae
រលង,rɔlɔɔŋ
ពូក,puuk
គ្រង់,krʊəŋ
ជីវិត,ciivɨt
ប្រដេញ,prɑdəɲ
សទ្ធា,sattʰie
ឥណ្ឌូចិន,ʔǝnduucǝn
ឆ្កួត,ckuət
គីង្គក់,kiiŋ kʊək
មសិ,meaʔseʔ
ទាប,tiep
ខ្វង,kvɑɑŋ
អង្កា,ʔɑŋkaa
ស្រៀវ,sriǝv
ឱនភាព,ʔaoneaʔpʰiep
ថោះ,tʰɑh
ឆ្វៀល,cviəl
គុយទាវ,kuy tiev
រាងដូចជា,rieŋ dooc cie
ពើង,pəəŋ
បំបិទ,bɑmbət
បន្សាត់,bɑnsat
តឿន,tɨən
កកិល,kɑkəl
កញ្ជ្រោល,kɑɲcrool
ឡឹប,lǝp
ហាត់,hat
ប្រទាន,prɑtien
កូត,koot
ក្រឡាច់,krɑlac
ចម្លាក់,cɑmlak
ទុក្កដ,tukkɑt
វ៉ូត,voot
ឆ្អែត,cʔaet
ដួស,duəh
ជីដូន,cii doon
រលា,rɔlie
សិរី,seʔrǝy
ព្រឹត្តិប័ត្រ,prɨtteʔbat
ជំនោរ,cumnoo
សុផល,soʔpʰɑl
សំពង់,sɑmpʊəŋ
បំផុត,bɑmpʰot
ជោក,cook
អាណិកជន,ʔaaniʔkaʔcʊən
ពិម្ពា,pimpie
តួច,tuəc
ងក់,ŋʊək
បង្រៀន,bɑŋriən
ព្រូ,pruu
វិវឌ្ឍនិយម,viʔvoattʰeaʔniʔyum
វីរិយ,viiriʔyeaʔ
សំណាត់,sɑmnat
អូស្ត្រាលី,ʔoostraalii
ព្រុយ,pruy
ធនិត,tʰeaʔnɨt
តុក្កតា,tokkaʔtaa
នួន,nuun
ក្រញូង,krɑɲooŋ
ទម្រ,tumrɔɔ
ក្រាប់,krap
ចាប៉ី,caapəy
ជ្រក់,crʊək
ផ្លោះ,plɑh
ឃ្នង,knɔɔŋ
យុទ្ធ,yut
ពុទ្ធសាសនា,puttʰeaʔsahsaʔnaa
កិន,kən
ចល័ត,caʔlat
ទន្សោង,tʊənsaoŋ
ចំណារ,cɑmnaa
ណែ,nae
ហ្មត់ចត់,mat cat
អធិការដ្ឋាន,ʔaʔtʰiʔkaatʰaan
រតាយ,rɔtaay
ស្មុកស្មាញ,smok-smaaɲ
បុព្វហេតុ,boppeaʔhaet
ភទ្របទ,pʰoattreaʔbɑt
គតិបណ្ឌិត,keaʔteʔbɑndit
ប៉ោង,paoŋ
នេត្រ,neet
ទោះ,tʊəh
ស្រង,srɑɑŋ
កញ្ចោង,kaɲcaoŋ
មណី,meaʔnii
ម៉ក,mɑɑk
ស្លាំង,slaŋ
សម្បួរ,sɑmbuə
សំយាក,sɑmyaak
តម្រួត,tɑmruət
តម្កើង,tɑmkaəŋ
ជម្លៀស,cumliəh
អត្តសញ្ញាណ,ʔattaʔsaɲɲaan
បុព្វកថា,boppeaʔkaʔtʰaa
សារិកា,saareʔkaa
រឹបអូស,rɨp ʔooh
គ្រឹះ,krɨh
មនោ,meaʔnoo
គុណនាម,kunaʔniem
ពន្យុះ,pʊənyuh
ត្រេក,treɛk
ក្ដោង,kdaoŋ
និន្នាការ,ninniekaa
កុម្មុយនិស្ត,kommuyniih
គ្រេង,kreeŋ
វ៉ា,vaa
លុះ,luh
សោធន,saotʰɔǝn
ឧបយុវរាជ,ʔuʔpaʔyuʔveaʔriec
ប្រលង,prɑlɑɑŋ
នីតិសម្បទា,niiteʔsampaʔtie
ដុន,don
សិក្សា,sǝksaa
លូ,luu
សិខណ្ឌិន,seʔkʰandin
ស្ងាច,sŋaac
ធុំ,tʰum
ធ្នូ,tnuu
ជ្រប់,crup
សង្កេត,sɑŋkeɛt
ឆ្លង,clɑɑŋ
ពោធិ៍សាត់,poosat
ញយ,ɲɔɔy
មើល,məəl
ទ្រាល,triel
រហូត,rɔhoot
អូន,ʔoon
រាន,rien
ឱម,ʔaom
ចំណង,cɑmnɑɑŋ
បង្វិល,bɑŋvəl
