orth,pron_no_tones
ត្រណម,trɑnɑɑm
ប្រទាល,prɑtiel
ប៉េងប៉ោះ,peɛŋ pɑh
អៀវ,ʔiǝv
ពន្លឹក,pʊənlɨk
ជន្មាយុ,cʊənmieyuʔ
សាវា,saavaa
អម្បូរ,ʔɑmboo
ឆាវ,cʰaav
ផ្គើន,pkəən
ស៊ុម,sum
ងា,ŋie
បាត្រ,baat
សំទុះ,sɑmtuh
បរលោក,bɑɑlaok
សួយ,suǝy
សហស្ស,saʔhahsaʔ
ចក្ខុ,cakkʰoʔ
វិសាលភាព,viʔsaalpʰiep
ត្រួសត្រាយ,truəh-traay
អធិកអធម,ʔaʔtʰɨk-ʔaʔtʰum
ទាង,tieŋ
បន្ទោបង់,bɑntoo bɑŋ
បរិវារ,bɑɑreʔvaa
ឆូត,cʰoot
បំភិត,bɑmpʰɨt
ខោល,kʰaol
ផុយ,pʰoy
លេណដ្ឋាន,leenaʔtʰaan
ចំណិត,cɑmnət
កល់,kɑl
អតិបរមា,ʔaʔteʔpaʔraʔmaa
បំបាំង,bɑmbaŋ
ព្នៅ,pnɨv
ឈូ,cʰuu
ដាស,daah
ផ្សះ,psah
វូ,vuu
អត្ថិភាព,ʔattʰeʔpʰiep
កញ្ឆក់,kɑɲcʰɑk
ធ្នង់,tnʊəŋ
ត្របាក់,trɑbak
សក្តិភូមិ,sakteʔpʰuum
រេច,rɨc
ភ្លើតភ្លើន,pləət-pləən
ច្រអូស,crɑʔooh
រលាក់,rɔleak
ស្យា,syaa
អវត្តមាន,ʔaʔvoattaʔmaan
ស្រៀវ,sriǝv
បង្កង,bɑŋkɑɑŋ
លំអាន,lumʔaan
អបាយមុខ,ʔaʔbaayaʔmuk
អាំ,ʔam
ថ្លោះ,tlɑh
កាណូត,kaanoot
ឫស្យា,rɨhsyaa
ចំហុយ,cɑmhoy
ទេវបុត្ត,teeveaʔbot
ថ្កូវ,tkəv
អារក្ខ,ʔaarak
គង្គ,kʊəŋkeaʔ
ឧបោសថ,ʔuʔpaosaʔtʰaʔ
ប្រទីប,prɑtiip
ណែម,naem
បវេណី,paʔveenii
ភោគទ្រព្យ,pʰookeaʔtroap
រំពាត់,rumpoat
ក្សេម,kseɛm
បញ្ចាំ,bɑɲcam
អប្រិយ,ʔaʔprǝyyeaʔ
រពាក់,rɔpeak
អុកឡុក,ʔok-lok
កន្ទោង,kɑntooŋ
ទ្រហោ,trɔhoo
ខ្ទរ,ktɔɔ
បញ្ច្រាស,bɑɲcraah
ផលិតករ,pʰɑllɨttaʔkɑɑ
ទួញ,tuəɲ
ឧទ្ធម្ភាគចក្រ,ʔuttʰoampʰiekeaʔcak
ចីពរ,cəypɔɔ
កោដ្ឋ,kaot
ពលី,peaʔlii
ឆុត,cʰot
ជប,cup
ល្អី,lʔǝy
ក្រាញ,kraaɲ
ផាវ,pʰaav
ពៃ,pey
ភ្ញាស់,pɲoah
សៀត,siǝt
សំបែង,sɑmbaeŋ
ឆែ,cʰae
ភ្ជុំបិណ្ឌ,pcum-ben
ត្រាយ,traay
យ៉ៃ,yay
ជ្រេ,cree
ភាស៊ី,pʰiesii
ត្បៀត,tbiət
ល្ហក,lhɑɑk
ហៀរ,hiǝ
អំពល់,ʔɑmpɔǝl
ថ្ករ,tkɑɑ
ស្លាកស្នាម,slaak snaam
ច្នេះ,cneh
ខៃ,kʰay
ប្លុង,ploŋ
ប៉ាន,paan
លៀន,liǝn
កតញ្ញូ,kaʔtaɲɲuu
លិខិតឆ្លងដែន,liʔkʰət clɑɑŋ daen
លំអង,lumʔɑɑŋ
គរុ,keaʔruʔ
សួត,suǝt
ត្រីវិស័យ,trəy viisay
ទស្សនវិស័យ,tʊəhsaʔneaʔviʔsay
ស្នូក,snook
បង្អត់,bɑŋʔɑt
គុណធម៌,kunaʔtʰoa
ពន្លា,pʊənlie
សជន,saʔcʊən
ផ្គុំ,pkum
ជម្ពូ,cumpuu
សើយ,saǝy
អំបែង,ʔɑmbaeŋ
ទូង,tuuŋ
ឈ្លី,clii
ច្រឡោត,crɑlaot
ត្រេះ,treh
ព្រែ,prɛɛ
ព្យាបាទ,pyiebaat
ជើងក្រាន,cəəŋ kraan
ក្បាន,kbaan
វក់,vʊək
ត្រាច់,trac
រយោង,rɔyooŋ
ញុះ,ɲuh
ត្រង,trɑɑŋ
ផោម,pʰaom
ស័ង្កសី,saŋkaʔsəy
រលូត,rɔluut
ទ្រហឹង,trɔhɨŋ
ចំអាម,cɑmʔaam
ក្រអៅ,krɑʔav
ខ្សឹកខ្សួល,ksək-ksuəl
គតិបណ្ឌិត,keaʔteʔbɑndit
ប៉ាយ,paay
កង្ហារ,kɑŋhaa
លត,lɔɔt
បីដូច,bəy dooc
អ៊ីស្រាអែល,ʔiisraaʔaɛl
រារែក,rie-raek
ចង្កា,cɑŋkaa
ប្រទេច,prɑtɨc
ត្រកាល,trɑkaal
ច្រូង,crooŋ
លៀប,liǝp
មេរុ,meeruʔ
ចោះ,cɑh
ផ្គង,pkɔɔŋ
ប៉ូវ,pəv
ង៉ក់,ŋɑk
សព្វាវុធ,sɑppievut
ពាយ,piey
លស់,lɔǝh
សារណា,saaraʔnaa
ចៅពញា,cav pɲie
បីបាច់,bəy-bac
សិប្បនិម្មិត,seppaʔnimmit
រ៉ស់,rɑh
ស៊ីម៉ងត៍,siimɑŋ
រលីងរលោង,rɔliiŋ-rɔlooŋ
និករ,niʔkɑɑ
ស្លុង,sloŋ
អំបោះ,ʔɑmbɑh
រំពា,rumpie
ភ្លក់,plʊək
បាខែង,baa kʰaeŋ
របត់,rɔbɑt
រប៉ិលរប៉ូច,rɔpəl-rɔpooc
ស្មោកគ្រោក,smaok-krook
អធិក,ʔaʔtʰɨk
ស្នូរ,snoo
ស៊ក,sɔɔk
សត្រា,sattraa
ស្បង់,sbɑŋ
ល្វីង,lviiŋ
អន្តជាតិ,ʔɑntaʔciet
បណ្ដូល,bɑndool
ឡូរី,loo rii
ក្រញូង,krɑɲooŋ
សន្ធរ,sɑntʰɔɔ
ផ្ចិត,pcət
ខិត្តប័ណ្ណ,kʰəttaʔban
ទ្រេត,treet
រៀវ,riəv
ព្រើល,prəəl
ជ្រួញ,cruəɲ
ប្រោះ,prɑh
លត់,lʊət
និរាស,niʔrieh
ត្រេច,trəc
អាជិ,ʔaaciʔ
រឹងរូស,rɨŋ-ruuh
ក្សេត្រ,kseɛt
ទំពុន,tumpun
ធួន,tʰuən
កករ,kɑkɑɑ
ទ្រុឌ,trut
ពំនូក,pumnuuk
អាស,ʔaah
សាស្តា,saasdaa
ប្រទក្សិណ,prɑteaksen
រង្គសាល,rʊəŋkeaʔsaal
ច្រាង,craaŋ
តម្រង,tɑmrɑɑŋ
ជុះ,cuh
ប្រវេណី,prɑveɛnii
រំលត់,rumlʊət
បង្កាច់,bɑŋkac
លីលា,lii-lie
គន្លាស់,kʊənloah
គំនាប់,kumnoap
ជួ,cuə
ព្រលយ,prɔlɔɔy
ពោងពាយ,pooŋ piey
អ៊ូច,ʔuuc
រាងចាល,rieŋ caal
ខើច,kʰaəc
អម្ពរ,ʔɑmpɔɔ
អៀ,ʔiǝ
ពើត,pəət
រុល,rul
បញ្ចោរ,bɑɲcao
ឧបេក្ខា,ʔuʔpeɛkkʰaa
បស្ចិម,bahscəm
ងក់,ŋʊək
ដោក,daok
គំរប,kumrɔɔp
តង្វាយ,tɑŋvaay
បួរ,buə
ស្រវាំង,srɑaŋ
តៅហ៊ូ,tav huu
ដម,dɑɑm
សហាយ,saʔhaay
ភេរវជន,pʰeereaʔveaʔcʊən
ប្រជ្រៀត,prɑcriət
សុខុមាល,soʔkʰoʔmall
ស្រងាំ,srɑŋam
អវយវៈ,ʔaʔveaʔyeaʔveaʔ
ឥណ្ឌៀ,ʔǝndiǝ
លោកា,lookaa
អគ្គី,ʔakkii
ពណ្ណរាយ,poannaʔriey
ប្រកិត,prɑkət
ចំណារ,cɑmnaa
មីរ,mii
សុចិ,soʔceʔ
គ្រវែង,krɔvɛɛŋ
ស្រាង,sraaŋ
រំងាប់,rumŋoap
សាកវប្បកម្ម,saakaʔvappaʔkam
ខ្សាវ,ksaav
ហុត,hot
លីប,lɨp
ចម្រុង,cɑmroŋ
ស្គារ,skie
បិណ្ឌបាត,bənbaat
បេឡា,peɛlaa
បោះពួយ,bɑh puəy
សម្រាំង,sɑmraŋ
អត្តភាព,ʔattaʔpʰiep
ប្រិមប្រិយ,prəm-prəy
សម្ភព,sɑmpʰup
ព្រហ្មញ្ញ,prummaɲ
វេទ,veeteaʔ
ទូរសព្ទ,tuureaʔsap
វ៉ែន,vaen
ធ្នើរ,tnəə
ពិន,pɨn
សៀន,siǝn
រឹល,rɨl
ឆុង,cʰoŋ
លែ,lɛɛ
អាឡោះ,ʔaalɑh
បរិយត្តិ,paʔreʔyat
វិលមុខ,vɨl muk
ឆាង,cʰaaŋ
រ៉ី,rəy
ពិការភាព,piʔkaareaʔpʰiep
វិធីការ,viʔtʰiikaa
យោគាវចរ,yookieveaʔcɑɑ
ផាយ,pʰaay
ក្អាង,kʔaaŋ
ខ្ទាស់,ktoah
ចន្ទ្រ,can
ខ្មាន់,kman
ថ្នាក់ថ្នម,tnak-tnɑɑm
ស្លឹង,slǝŋ
រំលីង,rumliiŋ
ឆ្មើង,cmaəŋ
ឈឺឆ្អាល,cʰɨɨ cʔaal
ថាំ,tʰam
ស្រូត,sroot
យានដ្ឋាន,yienaʔtʰaan
បទបញ្ញត្តិ,bɑt baɲɲat
ក្រយៅ,krɑyav
ភ្ជិត,pcɨt
ផ្នួស,pnuəh
តម្រឹម,tɑmrəm
រវាត,rɔviet
អនុសាស,ʔaʔnuʔsaah
ផ្លិត,plət
ជារី,cierii
អាសា,ʔaasaa
បដិសន្ធិ,paʔdeʔsɑntʰiʔ
ស្រោចស្រង់,sraoc-sraŋ
ច្បាប់ស្រី,cbap srəy
របឹង,rɔbəŋ
យន់,yʊən
បរិពារ,bɑɑreʔpie
ម្ជុល,mcul
ប្រសាច,prɑsaac
បន្លប់,bɑnlɑp
រខិត,rɔkʰət
បុត្ត,bot
មហាសង្ឃរាជ,meaʔhaasɑŋkʰeaʔriec
អន្តរា,ʔɑntaʔraa
ចំណេរ,cɑmneɛ
ថ្នាំង,tnaŋ
ភាតា,pʰietaa
ទានបារមី,tieneaʔbaaraʔməy
ជួង,cuəŋ
សំលៀង,sɑmliǝŋ
ម៉ុម,mom
រលាប,rɔliep
សម្រាន្ត,sɑmraan
ស្វាហាប់,svaahap
ផលការ,pʰaʔlaʔkaa
នព្វន្ត,nuppʊən
ជើត,cəət
ខណ្ឌសីមា,kʰansəymaa
ស្ដៅ,sdav
មាតុភាព,mietoʔpʰiep
ពងមាន់,pɔɔŋ moan
ពំនាក់,pumneak
ស្រងាក,srɑŋaak
ស្កា,skaa
ក្រៀល,kriəl
តម្រៀប,tɑmriəp
ស្រអែម,srɑʔaem
ជ្រីវ,criiv
សុរិយោដី,soʔreʔyaodǝy
ជរាពាធ,ceaʔriepiet
គៃ,key
តាំងខ្លួន,taŋ kluən
ឃ្លៀង,kliəŋ
ពិល,pil
ឈ្វេង,cveeŋ
ព្រិច,prɨc
សម្មាសម្ពុទ្ធ,sammaasamput
សន្លាក់,sɑnlak
ក្រគរ,krɑkɔɔ
បូណ៌មី,booraʔməy
ដាង,daaŋ
ចំបាប់,cɑmbap
ប៉ែង,paeŋ
ពិពាហ៍,piʔpie
ងងិត,ŋɔŋɨt
ក្រញូវ,krɑɲəv
អវសាន,ʔaʔveaʔsaan
អុង,ʔoŋ
បង្ហូត,bɑŋhoot
សុជាត,soʔciet
ផ្ទំ,ptum
ជើងស្រុក,cəəŋ srok
ចឺម,cəəm
សង្វាត,sɑŋvaat
ផើង,pʰaəŋ
ខ្លុង,kloŋ
មច្ឆា,maccʰaa
កណ្ដៀង,kɑndiəŋ
បង្គ្រប់,bɑŋkrup
កន្តាំង,kɑntaŋ
លៃលក,ley lɔɔk
ប្រលែង,prɑlaeŋ
ជន្លេន,cʊənleen
សុពល,soʔpʊəl
ឋានានុក្រម,tʰaanaanuʔkrɑm
រនាម,rɔniem
អន្ទង់,ʔɑntʊəŋ
យឹត,yɨt
អមនុស្សធម៌,ʔaʔmeaʔnuhsaʔtʰoa
បណ្ដាសា,bɑndaasaa
ស្លេក,sleɛk
គុម្ពោត,kumpoot
ស្រពិល,srɑpɨl
សំចត,sɑmcɑɑt
ជែង,cɛɛŋ
អាកប្ប,ʔaakappaʔ
តើន,taən
គ្រេច,krɨc
ភាសិត,pʰiesət
គុណប្រយោជន៍,kunaʔprɑyaoc
ផ្សំផ្គុំ,psɑm pkum
និរន្ត,nirʊən
តឹកតាង,tək taaŋ
ស្ដូក,sdook
សម្បូណ៌,sɑmboo
រកតែ,rɔɔk tae
លលា,lɔlie
រមាស់,rɔmoah
ថ្នេរ,tʰeɛ
ជ្រលង,crɔlɔɔŋ
ផៅ,pʰav
ហ៊ឹង,hɨŋ
ស្វាគមន៏,svaakum
សម្រុះសម្រួល,sɑmroh-sɑmruəl
ក្អេង,kʔeɛŋ
ចចេស,cɑceɛh
រអាក់រអួល,rɔʔak-rɔʔuəl
គ្នី,knii
ស្វាយចន្ទី,svaay cantii
សេដា,seɛdaa
យេស៊ូ,yee-suu
ពន្លះ,pʊənleah
មូលធន,muuleaʔtʰʊən
ទសកៈ,teahsaʔkaʔ
លាក,liek
អាសាឍ,ʔaasaat
សន្ធំ,sɑntʰoam
គ្រឿន,krɨən
ភ្នែន,pnɛɛn
ហូរហៀរ,hoo-hiǝ
ម៉ាំ,mam
ពីងពាង,piiŋ-pieŋ
គ្រោត,kroot
ផ្ដាច់មុខ,pdacmuk
សម្លុក,sɑmlok
ល្អង,lʔɑɑŋ
ខ្សោះ,ksɑh
ជោះ,cʊəh
អៃ,ʔay
លូច,luuc
វៀចវេរ,viəc-vee
រដ្ឋសង្គមនិយម,roattʰaʔsɑŋkumniʔyum
តាជី,taacii
មាតុប្រទេស,mietoʔprɑteeh
ត្រកង,trɑkɑɑŋ
ចំអិន,cɑmʔən
សច្ច,sac
អព្ភូត,ʔappʰuut
អនុមោទនា,ʔaʔnuʔmooteaʔnie
រលប់,rɔlup
ក្បូរ,kboo
ព័ត,poat
ជ្រក់,crʊək
គ្រង់,krʊəŋ
រំពៃ,rumpey
អំណឹះ,ʔɑmnɨh
ក្រឡាបញ្ជី,krɑlaa bɑɲcii
ត្រាញ់,traɲ
ខ្ជាយ,kciey
សាសនិក,saasaʔnɨk
ដាស់តឿន,dah tɨən
វង្វាន់,vʊəŋvoan
ស្លាក់,slak
ឆ្លូញ,clooɲ
សំកុក,sɑmkok
បង្អួត,bɑŋʔuət
ល្អៀង,lʔiǝŋ
ឈ្នាន់,cnoan
ស្វាយព្រៃ,svaay prey
ចំបក់,cɑmbɑk
តំណក់,tɑmnɑk
អត្តនោម័តិ,ʔattaʔnaomat
ប្រេសិត,preɛsət
ខ្មេះ,kmeh
ត្រាណ,traan
ប្រចណ្ឌ,prɑcan
របៀន,rɔbiən
ស្អាតបាត,sʔaat-baat
បំប្លែង,bɑmplaeŋ
ដរ,dɑɑ
ស្រទន់,srɑtʊən
សុស,soh
ស្រអាប់,srɑʔap
សូរ្យ,sooryaʔ
វាល់,voal
ជំនីរ,cumnii
បាទា,baatie
ខែក,kʰaek
ចួប,cuəp
ហ្មត់,mat
ចំបាំង,cɑmbaŋ
ស្រោង,sraoŋ
ខ្លុយ,kloy
សមានចិត្ត,saʔmaaneaʔcǝt
កតិកា,kaʔteʔkaa
រេហ៍ពល,reepʊəl
សង្រួម,sɑŋruəm
ស្រមើ,srɑmaə
បូកគោ,bookkoo
មនោគមវិជ្ជា,meaʔnookeaʔmeaʔviccie
មៀន,miən
ពលិកម្ម,pʊəlliʔkam
បំពារ,bɑmpie
ឃរាវាស,kʰeaʔrievieh
រង្វើល,rʊəŋvəəl
ស្កឹមស្កៃ,skǝm-skay
នប់,nup
ស្កូវ,skǝv
កញ្ជះ,kɑɲceah
គ្រិស្តសករាជ,krihsaʔkaʔraac
ប្រថាន,prɑtʰaan
ទេពតា,teepdaa
សក្ខី,sakkʰəy
កិល,kel
នរិន្ទ,neaʔrɨn
ខត្តិយ,kʰattəy
ល្វឹងល្វើយ,lnɨŋ-lvǝǝy
ឆែប,cʰaep
ថាវ,tʰaav
អង្កាំ,ʔɑŋkam
អន្ធការ,ʔɑntʰeaʔkaa
សន្ទូច,sɑntuuc
លុបលាង,lup-lieŋ
ទ្រាប,triep
ត្រចង់,trɑcɑŋ
អល់អែក,ʔal-ʔaek
ជ្រួតជ្រាប,cruət criep
គឃ្លើន,kɔkləən
ឱឡារិក,ʔaolaarɨk
លលាដ៏,lɔlie
ងោក,ŋook
បន្ទោះ,bɑntʊəh
កណ្ដៀត,kɑndiət
ខារ,kʰaa
ប្រជាភិថុតិ,prɑciepʰiʔtʰot
អាណោច,ʔaanaoc
រលាស់,rɔloah
ចេស្ដា,ceɛhsdaa
ង៉ោង,ŋaoŋ
ជាតី,cietəy
រលុង,rɔluŋ
ត្រចះ,trɑcah
ទេវលោក,teeveaʔlook
ប៉ឹង,pəŋ
ប៉ប្រិច,pɑprəc
តាត,taat
ត្រៀប,triəp
ជនី,ceaʔnii
ចិក,cək
វឹក,vɨk
កិង,kəŋ
ឧទុម្ពរ,ʔuʔtumpɔɔ
កណ្ដឹង,kɑndəŋ
ក្លឹង,kləŋ
គ្រុប,krup
ផើម,pʰaəm
ហេដ្ឋារចនាសម្ពន្ធ,heɛttʰaaraʔcaʔnaasampɔǝn
ឧបសម្ពន្ធ,ʔuʔpaʔsɑmpoan
ផ្ចាល,pcaal
ចិញ្ចែង,cəɲcaeŋ
ទ្រម,trɔɔm
អនិច្ចកម្ម,ʔaʔnɨccaʔkam
កុត,kot
ផ្សោត,psaot
ក្ដោង,kdaoŋ
ស្នោ,snao
ទារិកា,tieriʔkaa
បដិសណ្ឋារកិច្ច,paʔdeʔsɑntʰaaraʔkəc
ចង្អល់,cɑŋʔɑl
ប្រតិស្ឋាន,prɑdəstʰaan
សុគត,soʔkɔǝt
ម្ល៉ឹង,mləŋ
សស្រាំ,sɑsram
ម្រឹគ,mrɨk
ក្រវិល,krɑvəl
ពន្យុះ,pʊənyuh
ប៉ើង,paəŋ
ងងល់,ŋɔŋʊəl
ជ្រែង,crɛɛŋ
ចែស,caeh
ឆត្រ,cʰat
ធ្មេច,tmɨc
បង្គី,bɑŋkii
កំពប់,kɑmpup
បណ្ណាការ,bannaakaa
ស្ទូច,stuuc
សត្យា,sattyaa
កតិកាសញ្ញា,kaʔteʔkaasaɲɲaa
ហេម,heɛmeaʔ
រមៀល,rɔmiəl
គង្ហីង,kʊəŋhiiŋ
ល្គឹក (ណា) តែ,lkɨk (naa) tae
អាចយ,ʔaacaʔyaʔ
ហួង,huǝŋ
បង្រួប,bɑŋruəp
ឧបដ្ឋាន,ʔuʔpattʰaan
អវតារ,ʔaʔveaʔtaa
វិស្សកម្ម,vihsaʔkam
វិញ្ញាបនប័ត្រ,vɨɲɲiebannaʔbat
ត្រដោក,trɑdaok
ស្ញើប,sɲaǝp
ល្ហើយ,lhaǝy
កិត្តិគុណ,ketteʔkun
ក្បាយ,kbaay
បុរីរម្យ,boʔrəyrom
ចំបែង,cɑmbaeŋ
បន្ទោ,bɑntoo
ញ៉ាម,ɲaam
ស្រមូម,srɑmoom
អង្គនា,ʔɑŋkeaʔnie
ខូង,kʰooŋ
ច្បិច,cbəc
ចោត,caot
នាស,nieh
កាលសម័យ,kaaleaʔsaʔmay
បេះបិទ,beh bət
ស្អា,sʔaa
ស្មោះសរ,smɑh sɑɑ
អប្សរ,ʔapsɑɑ
នគរវត្ត,nɔkɔɔvoat
ព្រលិត,prɔlɨt
ងំ,ŋum
ក្រមួន,krɑmuən
ឃ្លុប,klup
នីតិប្រតិបត្តិ,niiteʔprɑteʔbat
ពោង,pooŋ
ខ្នារ,knaa
សុគ្រីព,soʔkriip
ឈ្ងោក,cŋook
អវ,ʔaʔveaʔ
បំពោក,bɑmpook
ឆ្វាច,cvaac
ឆ្កុយ,ckoy
ឆឹង,cʰəŋ
ថាំង,tʰaŋ
អាប,ʔaap
អារម្ភ,ʔaarampʰeaʔ
អគ្គសេនាធិការ,ʔakkeaʔseɛnaatʰiʔkaa
រឹតត្បិត,rɨt tbət
ផ្នូរ,pnoo
សន្ធប់,sɑntʰup
លលៃ,lɔley
មេប្រយោគ,mee prɑyook
ភារធារី,pʰiereaʔtʰierii
ព្យាធិ,pyietʰiʔ
បាយអ,baay ʔɑɑ
ឃ្លៀងឃ្លាត,kliəŋ-kliet
រលួស,rɔluəh
ប្រាយ,praay
រំយោល,rumyool
អនុត្តរភាព,ʔaʔnuttaʔraʔpʰiep
មោះ,mʊəh
និស្សារណកម្ម,nihsaareaʔnaʔkam
ឆួល,cʰuəl
ញ៉ិល,ɲəl
ប្រហើរ,prɑhaə
សប្ប,sappaʔ
ពពេល,pɔpeel
លំបិន,lumbǝn
ជ្រាំ,croam
ធួ,tʰuə
ស្រើប,sraǝp
ឈម,cʰɔɔm
ដៀវ,diəv
ស្លាយ,slaay
សមិទ្ធ,saʔmettʰeaʔ
កម្មដ្ឋាន,kammattʰaan
សុដន់,soʔdɑn
សេត,seɛtaʔ
ហោរាសាស្ត្រ,haoraasaah
អម្បាញ់មិញ,ʔɑmbaɲ mɨɲ
បាស,baah
បង្អោង,bɑŋʔaoŋ
បង្ហើរ,bɑŋhaə
ទាយក,tieyʊək
ចំប៉ា,cɑmpaa
ម៏,mɔ
ព្រួច,pruəc
ចារបុរស,caaboʔrɑh
អណ្ដែង,ʔɑndaeŋ
ពុំនោះ,pum nuh
ទ្រាំង,treaŋ
យោធ,yootʰeaʔ
ចុយ,coy
ប្រជាមតិ,prɑciemeaʔteʔ
កំប៉េះ,kɑmpeh
ស្មូម,smoom
ស្នឹង,snǝŋ
ព្រេន,preen
ខ្វង់,kvɑŋ
កណ្ដៀវ,kɑndiəv
ស្លាំង,slaŋ
ទន្លាប់,tʊənloap
ពញាក្រែក,pɲie kraek
រមាត់,rɔmoat
ក្សិណ,ksəynaʔ
ចង្កោម,cɑŋkaom
ដួច,duəc
រនាត,rɔniet
អុរ,ʔol
ទិដ្ឋិ,tittʰeʔ
រហោ,rɔhao
ធម្មសាស្ត្រ,tʰoammeaʔsaah
សំប៉ាន,sɑmpaan
ឃោរ,kʰoo
ជេស្ឋ,ceeh
ផ្ទក់,ptʊək
អនត្តា,ʔaʔnattaa
ស្រាន្ត,sraan
ព្រូន,pruun
ជ្រប់,crup
បម្រាស់,bɑmrah
ហៈ,haʔ
វើត,vəət
ឆ្អន់,cʔɑn
លំហែ,lumhae
បង្ហិន,bɑŋhən
បដិមាករ,paʔdeʔmaakɑɑ
ករណីយកិច្ច,kaarənəyyeaʔkəc
ល្អន់,lʔɑn
សច្ចំ,saccaŋ
ឆ្នូត,cnoot
ជើងទេរ,cəəŋ tee
នារ,nie
លែបខាយ,lɛɛp-kʰaay
បុរិន្ទ,boʔrin
ស័ក្តិសិទ្ធិ,sakset
ធាង,tʰieŋ
តម្បុត,tɑmbot
ក្អែប,kʔaep
បុរោហិត,boʔrɑohət
សមោសរ,saʔmaosɑɑ
ពុទ្ធិ,puttʰiʔ
កម្មវត្ថុ,kammaʔvoattʰoʔ
គឹល,kɨl
របើរ,rɔbaə
រងំ,rɔŋum
ឱសានវាទ,ʔaosaaneaʔviet
ថ្វីដៃ,tvəy day
ផ្គូផ្គង,pkuu pkɔɔŋ
ក្រមាល់,krɑmal
សាគរ,saakɔɔ
អនុផល,ʔaʔnuʔpʰɑl
គុណនាម,kunaʔniem
បំណាំ,bɑmnam
ជីង,cɨŋ
កិត្តិសព្ទ,ketteʔsap
សម្បជញ្ញៈ,sampaʔcʊəɲɲeaʔ
អឹង,ʔəŋ
ចង្អើរ,cɑŋʔaə
អង្គទូត,ʔɑŋtuut
ក្បិន,kbən
មុទិតា,muʔtiʔtaa
ចំរាញ់,cɑmraɲ
ប្រតប់,prɑtɑp
ចុល្លភាព,collaʔpʰiep
ងងើល,ŋɔŋəəl
អៀម,ʔiǝm
វិមល,viʔmeaʔleaʔ
យថាកម្ម,yeaʔtʰaakam
ដេរដាស,deɛ daah
រនាំង,rɔneaŋ
វិទ្យុជាតិ,vittyuʔciet
រលាត,rɔliet
សក្ក,sakkaʔ
រមូល,rɔmuul
ពន្លៃ,pʊənley
ក្រអឺត,krɑʔəət
បំពួន,bɑmpuən
អសុភ,ʔaʔsop
យថាហេតុ,yeaʔtʰaahaet
ត្រប់,trɑp
មៀង,miəŋ
រាជិនី,rieciʔnii
បីតិ,pəyteʔ
ចំអន់,cɑmʔɑn
ក្រអួន,krɑʔuən
រំលស់,rumlʊəh
សារពើពន្ធ,saaraʔpǝǝpɔǝn
វៀតមិញ,viət mɨɲ
ទូរលេខ,tuureaʔleek
បញ្ឈឺ,bɑɲcʰɨɨ
ផ្លាន,plaan
អគ្គទេសាភិបាល,ʔakkeaʔteesaapʰiʔbaal
ស្ដោះ,sdɑh
អង្គត់,ʔɑŋkɔǝt
ស្រងេះស្រងោច,srɑŋeh-srɑŋaoc
វេហា,veehie
ចាវ,caav
បូស,booh
ប្រវា,prɑvaa
ត្រដែត,trɑdaet
ចំពាក់,cɑmpeak
តារ,taa
ក្បោះ,kbɑh
ពសុធា,peaʔsoʔtʰie
ហើប,haǝp
ឆវី,cʰaʔvii
ឧទ្ទាម,ʔuttiem
ប្រទើស,prɑtəəh
វ៉ាល់,val
អគ្គរាជទូត,ʔakkeaʔrieceaʔtuut
ប្រយ័ត្នប្រយែង,prɑyat-prɑyaeŋ
ប្រជាសាស្ត្រ,prɑciesaah
ហៀ,hiǝ
ពេលា,peelie
បង្អន់,bɑŋʔɑn
ទ្រគោះ,trɔkʊəh
ពិឃាដ,piʔkʰiet
ត្មាត,tmaat
ពុទ្ធកាល,puttʰeaʔkaal
ល្បាក់,lbak
មិគសិរ,miʔkeaʔseɛ
ឃ្លង់,klʊəŋ
ជរ,cɔɔ
ស្រាំ,sram
ប្រទាំង,prɑteaŋ
បញ្ឆេះ,bɑɲcʰeh
អមាត្យ,ʔaʔmaat
លំទោន,lumtoon
អនុភាព,ʔaʔnuʔpʰiep
លំពង់,lumpɔǝŋ
អ៊ីដ្រូហ្សែន,ʔiidrooaen
តាប់,tap
ញ៉ែង,ɲaeŋ
កន្សៃ,kɑnsay
ឧក,ʔok
មិច្ឆាទិដ្ឋិ,mɨccʰaatittʰeʔ
ពារាណសី,pierienaʔsəy
តះ,tah
ទទឹម,tɔtɨm
ទ្រាប់,troap
ពញ្ញាក់,pʊəɲɲeak
គ្រៃ,krey
អញ្ចាញ,ʔɑɲcaaɲ
បេតី,paetəy
បន្ទាល់,bɑntoal
រណែល,rɔnael
ដង្ខៅ,dɑŋkʰav
កំប៉ិកកំប៉ុក,kɑmpek-kɑmpok
ទាសភាព,tiehsaʔpʰiep
រណ្ដំ,rʊəndɑm
ខ្ជាប់ខ្ជួន,kcoap-kcuən
ទុគ៌ត,tuʔrəkʊət
ល្បាយ,lbaay
ក្រអាញ,krɑʔaaɲ
ប្រាក,praak
អបាយ,ʔaʔbaay
សុនក,soʔnɑk
ទុក្ខវេទនា,tukveetɔnie
ពួយ,puəy
ជ្រោក,crook
ឆ្នួន,cnuən
រមិល,rɔmɨl
ប្រទូស្ត,prɑtuuh
ស្ន,snɑɑ
ផ្លោះ,plɑh
ទោស័ក,toosak
គោចរ,koocɑɑ
បារត,baarɑɑt
ទឹប,tɨp
ឡាញ់,laɲ
ស្រឡាំងកាំង,srɑlaŋ-kaŋ
របារ,rɔbaa
សម្រាត,sɑmraat
