orth,pron_no_tones,pron_with_tones
ໂດນ,doːn,doːn
ຍ່ອງ,ɲɔːŋ,ɲɔːŋ˧
ໄກສີ,kajsiː,kajsiː˩˧
ຊຸບ,sup,sup˧
ໂມໂຫ,moːhoː,moː˧˥hoː˩˧
ສາຕ,suaːt,suaːt˧˩
ຫລອມ,lɔːm,lɔːm˩˧
ຄັບ,kʰap,kʰap˧
ຜົ້ງ,pʰoŋ,pʰoŋ˧˩
ປະຍຸກ,paɲuk,pa˧˥ɲuk˧
ອຽງ,iaːŋ,iaːŋ
ບໍ່ຢູ່,bɔːjuː,bɔː˧juː˧
ກະແຕ,katɛː,ka˧˥tɛː
ສະບຽງ,sabiaːŋ,sa˧˥biaːŋ
ຢູ່ດີໆ,juːdiːdiː,juː˧diːdiː˧
ອູ້ມ,um,um˥˨
ງ່ອນ,ŋɔːn,ŋɔːn˧
ຣູບ,ruːp,ruːp˥˨
ຫນຸນ,nun,nun˩˧
ອານັນ,aːnan,aːnan˧˥
ໃຫມ,maj,maj˩˧
ຮອນ,hɔːn,hɔːn˧˥
ໃຝ່,faj,faj˧
ຢູ່ໄກ,juːkaj,juː˧kaj
ປູນ,puːn,puːn
ແທວ,tʰɛːw,tʰɛːw˧˥
ທັພ,tʰeːp,tʰeːp˥˨
ຄວາມກະຕືລືລົ້ນ,kʰwaːmkatɯːliːlon,kʰwaːm˧˥ka˧˥tɯːliː˧˥lon˥˨
ເຄືອງ,kʰɯːə̯ŋ,kʰɯːə̯ŋ˧˥
ຫມາກໂມ,maːkmoː,maːk˧˩moː˧˥
ລຸ,lu,lu˧
ອາຊີວະ,aːsiːwa,aːsiː˧˥wa˧
ສະດຸ້ງ,saduŋ,sa˧˥duŋ˥˨
ແຈບ,t͡ɕɛːp,t͡ɕɛːp˧˩
ຕ້ອງຫາ,tɔːŋhaː,tɔːŋ˥˨haː˩˧
ທຸ້ມ,tʰum,tʰum˥˨
ເຄາະ,kʰɔ,kʰɔ˧
ດວນ,duaːn,duaːn
ປະຈານ,pat͡ɕaːn,pa˧˥t͡ɕaːn
ລູກໄຟ,luːkfaj,luːk˥˨faj˧˥
ພົ່ນ,pʰon,pʰon˧
ສິກ,sik,sik˧˥
ນາວາ,naːwaː,naː˧˥waː˧˥
ຍວນ,ɲuaːn,ɲuaːn˧˥
ແພນ,pʰɛːn,pʰɛːn˧˥
ຄົນຕາບອດ,kʰontaːbɔːt,kʰon˧˥taːbɔːt˧˩
ຫ້າວ,haːo,haːo˧˩
ເຫີບ,həːp,həːp˧˩
ແລ້ວຄວາມ,lɛːwkʰwaːm,lɛːw˥˨kʰwaːm˧˥
ສັງຄະ,saŋkʰa,saŋ˩˧kʰa˧
ປັດສາວະ,patsaːwa,pat˧˥saː˩˧wa˧
ຊວາ,swaː,swaː˧˥
ຕະລຸມບອນ,talumbɔːn,ta˧˥lum˧˥bɔːn
ຫວ້າງ,waːŋ,waːŋ˧˩
ແທ້ງ,tʰɛːŋ,tʰɛːŋ˥˨
ອາຣັກຂາ,aːrakkʰaː,aːrak˧kʰaː˩˧
ມັກຄະ,makkʰa,mak˧kʰa˧
ປາຣະມີ,paːramiː,paːra˧miː˧˥
ຢິບ,jip,jip˩˧
ບັງອາດ,baŋaːt,baŋaːt˧˩
ຄົນຈົນ,kʰont͡ɕon,kʰon˧˥t͡ɕon
ອະທິບໍດີ,atʰibɔdiː,a˧˥tʰi˧bɔ˧diː
ມະຫາຍານ,mahaːɲaːn,ma˧haː˩˧ɲaːn˧˥
ຫ່ານ,haːn,haːn˧
ອາຍາ,aːɲaː,aːɲaː˧˥
ກວງ,kuaːŋ,kuaːŋ
ເຫລ່ນ,leːn,leːn˧
ອານິສົງ,aːnisoŋ,aːni˧soŋ˩˧
ຟະ,fa,fa˧
ເປັນສາວ,pensaːo,pensaːo˩˧
ຄຳໃຫ້ການ,kʰamhajkaːn,kʰam˧˥haj˧˩kaːn
ມີໂຊກ,miːsoːk,miː˧˥soːk˥˨
ກະລາ,kala,ka˧˥la˧˥
ບໍ່ເລືອກ,bɔːlɯːə̯k,bɔː˧lɯːə̯k˥˨
ຫັກຫລັງ,haklaŋ,hak˧˥laŋ˩˧
ດາບ,daːp,daːp˧˩
ເຫັນຄຸນ,henkʰun,hen˩˧kʰun˧˥
ຂາດໂຕ,kʰaːttoː,kʰaːt˧˩toː
ໂຊມ,soːm,soːm˧˥
ບໍ່ແນ່,bɔːnɛː,bɔː˧nɛː˧
ແຈ,t͡ɕɛː,t͡ɕɛː
ບໍ່ຈິງ,bɔːt͡ɕiŋ,bɔː˧t͡ɕiŋ
ປູ້,puː,puː˥˨
ແວນ,wɛːn,wɛːn˧˥
ງັດ,ŋat,ŋat˧
ເຄັງ,kʰeŋ,kʰeŋ˧˥
ເຂົ້າຕາ,kʰaotaː,kʰao˧˩taː
ເອ້,eː,eː˥˨
ລູກຈ້າງ,luːkt͡ɕaːŋ,luːk˥˨t͡ɕaːŋ˥˨
ສໍພໍ,sɔːpʰɔː,sɔː˩˧pʰɔː˧˥
ອັນລະອຽດ,anlaiaːt,anla˧iaːt˧˩
ພອກ,pʰɔːk,pʰɔːk˥˨
ເຈົ້າຊູ້,t͡ɕaosuː,t͡ɕao˥˨suː˥˨
ປາໃສ,paːsaj,paːsaj˩˧
ສັດສາ,satsaː,sat˧˥saː˩˧
ຟອກ,fɔːk,fɔːk˥˨
ສີສົ້ມ,siːsom,siː˩˧som˧˩
ຫຍຸ້ງ,ɲuŋ,ɲuŋ˧˩
ພາກພຽນ,pʰaːkpʰiaːn,pʰaːk˥˨pʰiaːn˧˥
ເຊັຽ,siaː,siaː˧˥
ຕໍ່ລອງ,tɔːlɔːŋ,tɔː˧lɔːŋ˧˥
ນ້ຳສຽງ,namsiaːŋ,nam˥˨siaːŋ˩˧
ຂອງນັ້ນ,kʰɔːŋnan,kʰɔːŋ˩˧nan˥˨
ມັດທະຍັດ,mattʰaɲat,mat˧tʰa˧ɲat˧
ຄຳເຕືອນ,kʰamtɯːə̯n,kʰam˧˥tɯːə̯n
ຮູດ,huːt,huːt˥˨
ໄວຍາກອນ,wajɲaːkɔːn,waj˧˥ɲaː˧˥kɔːn
ຜູ້ຖື,pʰuːtʰɯː,pʰuː˧˩tʰɯː˩˧
ທຸ່ມ,tʰum,tʰum˧
ວໍຊິງຕັນ,wɔːsiŋtan,wɔː˧˥siŋ˧˥tan
ດ້ວຽ,duaːj,duaːj˥˨
ໂມຄະ,moːkʰa,moː˧˥kʰa˧
ສະມັດ,samat,sa˧˥mat˧
ເລວ,leːw,leːw˧˥
ນົງ,noŋ,noŋ˧˥
ມະຫາຣາດ,mahaːraːt,ma˧haː˩˧raːt˥˨
ມຸງຄຸນ,muŋkʰun,muŋ˧˥kʰun˧˥
ພູດ,pʰuːt,pʰuːt˥˨
ພະຍານ,pʰaɲaːn,pʰa˧ɲaːn˧˥
ຄຸ້ນ,kʰun,kʰun˥˨
ເລີຽ,ləːj,ləːj˧˥
ເທາະ,tʰɔ,tʰɔ˧
ກັງ,kaŋ,kaŋ
ເຫົ່າ,hao,hao˧
ຣາຊາ,raːsaː,raː˧˥saː˧˥
ອຶກກະທຶກ,ɯkatʰɯk,ɯ˧˥ka˧˥tʰɯk˧
ຜູ້ບັນຊາການ,pʰuːbansaːkaːn,pʰuː˧˩bansaː˧˥kaːn
ອຸນຫະ,unha,unha˧˥
ແກວ່ງ,kwɛːŋ,kwɛːŋ˧
ລວດ,luaːt,luaːt˥˨
ບີບ,biːp,biːp˧˩
ຫນ້າຕ່າງ,naːtaːŋ,naː˧˩taːŋ˧
ນິມິດ,nimit,ni˧mit˧
ອາລູມີນຽມ,aːluːmiːniam,aːluː˧˥miː˧˥niam˧˥
ນາກທະເລ,naːktʰaleː,naːk˥˨tʰa˧leː˧˥
ຖົກຖຽງ,tʰoktʰiaːŋ,tʰok˧˥tʰiaːŋ˩˧
ສາທາຣະນະ,saːtʰaːrana,saː˩˧tʰaː˧˥ra˧na˧
ກັນຊາ,kansaː,kansaː˧˥
ມີຄວາມກັງວົນ,miːkʰwaːmkaŋwon,miː˧˥kʰwaːm˧˥kaŋwon˧˥
ເຂົ້າປ່າ,kʰaopaː,kʰao˧˩paː˧
ເດືອດ,dɯːə̯t,dɯːə̯t˧˩
ຫາວ,haːo,haːo˩˧
ປະຣິ,pari,pa˧˥ri˧
ບໍ່ຢຸດ,bɔːjut,bɔː˧jut˧˥
ການເດີນ,kaːndəːn,kaːndəːn
ແຕນ,tɛːn,tɛːn
ຣຽບ,riaːp,riaːp˥˨
ເນດ,neːt,neːt˥˨
ອະທິການ,atʰikaːn,a˧˥tʰi˧kaːn
ຂະມຸ,kʰamu,kʰa˧˥mu˧
ປະຕິກິຣິຍາ,patikirinuaː,pa˧˥ti˧˥ki˧˥ri˧nuaː˧˥
ເຫມົາ,mao,mao˩˧
ເທັດ,tʰet,tʰet˧
ຢ່າງນັ້ນ,jaːŋnan,jaːŋ˧nan˥˨
ດູຫມິ່ນ,duːmin,duːmin˧
ໃຫ້ລາງວັນ,hajlaːŋwan,haj˧˩laːŋ˧˥wan˧˥
ຖີ່,tʰiː,tʰiː˧
ນ່າງ,naːŋ,naːŋ˧
ພັ້ງ,pʰaŋ,pʰaŋ˧˥
ປຸ່ງ,puŋ,puŋ˧
ຈັກຊິ,t͡ɕaksi,t͡ɕak˧˥si˧
ການຈັບກຸມ,kaːnt͡ɕapkum,kaːnt͡ɕap˧˥kum
ເຂັນ,kʰen,kʰen˩˧
ຄາຖາ,kʰaːtʰaː,kʰaː˧˥tʰaː˩˧
ລັງກຽດ,laŋkiaːt,laŋ˧˥kiaːt˧˩
ຮາງວັນ,haːŋwan,haːŋ˧˥wan˧˥
ລູກຊີ້ນ,luːksiːn,luːk˥˨siːn˥˨
ກະບະ,kaba,ka˧˥ba˧˥
ສ່ຽວ,siaːw,siaːw˧
ແສ,sɛː,sɛː˩˧
ຊີ້ຂາດ,siːkʰaːt,siː˥˨kʰaːt˧˩
ກະທັດ,katʰat,ka˧˥tʰat˧
ຄັດອອກ,kʰatɔːk,kʰat˧ɔːk˧˩
ຫລາ,laː,laː˩˧
ແຊະ,sɛ,sɛ˧
ແຊ,sɛː,sɛː˧˥
ຕິດຂັດ,titkʰat,tit˧˥kʰat˧˥
ຮອບຄອບ,hɔːpkʰɔːp,hɔːp˥˨kʰɔːp˥˨
ຫນໍ່,nɔː,nɔː˧
ສົມມາ,sommaː,som˩˧maː˧˥
ແກ,kɛː,kɛː
ລົງຄະແນນ,loŋkʰanɛːn,loŋ˧˥kʰa˧nɛːn˧˥
ປ່ຽງ,piaːŋ,piaːŋ˧
ຊອມ,sɔːm,sɔːm˧˥
ແມ່ບົດ,mɛːbot,mɛː˧bot˧
ກຸນແຈ,kun,kun
ໂສຕະ,soːta,soː˩˧ta˧˥
ກັລ,kuaːm,kuaːm
ຄ້ານ,kʰaːn,kʰaːn˥˨
ກະຕຽມ,katiaːm,ka˧˥tiaːm
ເຂົ້າອົກເຂົ້າໃຈ,kʰaookkʰaot͡ɕaj,kʰao˧˩ok˧˥kʰao˧˩t͡ɕaj
ເປັນໄຟ,penfaj,penfaj˧˥
ເຈືອຈານ,t͡ɕɯːə̯t͡ɕaːn,t͡ɕɯːə̯t͡ɕaːn
ເອກກະພາບ,eːkkapʰaːp,eːk˧˩ka˧˥pʰaːp˥˨
ມຶນ,mɯn,mɯn˩˧
ນຸ່ມ,num,num˧
ແລວນ້ຳ,lɛːwnam,lɛːw˧˥nam˥˨
ຂນາດ,khanaːt,khanaːt
ການອຸທິດ,kaːnutʰit,kaːnu˧˥tʰit˧
ຫມາກຂ່າງ,maːkkʰaːŋ,maːk˧˩kʰaːŋ˧
ຖອກ,tʰɔːk,tʰɔːk˧˩
ຂາດສະຕິ,kʰaːtsati,kʰaːt˧˩sa˧˥ti˧˥
ສນັບ,sanap,sa˧˥nap˧˥
ຢ່າງອື່ນ,jaːŋɯːn,jaːŋ˧ɯːn˧
ພັງ,pʰaŋ,pʰaŋ˧˥
ຜານ,pʰaːn,pʰaːn˩˧
ອະມະຕະ,amata,a˧˥ma˧ta˧˥
ທູ,tʰu,tʰu˧˥
ວີກ,wiːk,wiːk˥˨
ກຸ,ku,ku˧˥
ການສູ້ຊົນ,kaːnsuːson,kaːnsuː˧˩son˧˥
ທາຍົກ,tʰaːɲok,tʰaː˧˥ɲok˧
ຄົນໂທ,kʰontʰoː,kʰon˧˥tʰoː˧˥
ພະລິດ,pʰalit,pʰa˧lit˧
ສະໃຈ,sat͡ɕaj,sa˧˥t͡ɕaj
ສົ່ງກິ່ນ,soŋkin,soŋ˧kin˧
ນ້ອມ,nɔːm,nɔːm˥˨
ບູດ,buːt,buːt˧˩
ປັດຕິ,patti,pat˧˥ti˧˥
ທິສ,tʰuaːŋ,tʰuaːŋ˥˨
ງ້ວນ,ŋuaːn,ŋuaːn˥˨
ເອັດ,et,et˧˥
ຂີ,kʰiː,kʰiː˩˧
ກະສາ,kasaː,ka˧˥saː˩˧
ຂອງກິນ,kʰɔːŋkin,kʰɔːŋ˩˧kin
ສະປອດ,sapɔːt,sa˧˥pɔːt˧˩
ເຊີ້,səː,səː˥˨
ນາງນາດ,naːŋnaːt,naːŋ˧˥naːt˥˨
ຢູ່ເຢັນເປັນສຸກ,juːjenpensuk,juː˧jenpensuk˧˥
ຕຸ່ມ,tum,tum˧
ຄິດກັນ,kʰitkan,kʰit˧kan
ແກ້ມ,kɛːm,kɛːm˥˨
ຢາດ,jaːt,jaːt˧˩
ມີຫວັງ,miwaŋ,mi˧˥waŋ˩˧
ລຶກລັບ,liːk,liːk˥˨
ສົງເຄາະ,soŋkʰɔ,soŋ˩˧kʰɔ˧
ສ້າວ,saːo,saːo˧˩
ສະກິດ,sakit,sa˧˥kit˧˥
ຈ້າ,t͡ɕaː,t͡ɕaː˥˨
ຍາງ,ɲaːŋ,ɲaːŋ˧˥
ຢ້າງ,jaːŋ,jaːŋ˥˨
ຮິບ,hip,hip˧
ຄວາມຄຽດແຄ້ນ,kʰwaːmkʰiaːtkʰɛːn,kʰwaːm˧˥kʰiaːt˥˨kʰɛːn˥˨
ຢອມ,jɔːm,jɔːm
ຢົກ,jok,jok˧˥
ລະອອງ,laɔːŋ,la˧ɔːŋ
ຜູ້ກວດ,pʰuːkuaːt,pʰuː˧˩kuaːt˧˩
ສະງົບ,saŋop,sa˧˥ŋop˧˥
ງອມ,ŋɔːm,ŋɔːm˧˥
ພາຣະ,pʰaːra,pʰaː˧˥ra˧
ຕ້ອງຫ້າມ,tɔːŋhaːm,tɔːŋ˥˨haːm˧˩
ຂົ່ມເຫັງ,kʰomheŋ,kʰom˧heŋ˩˧
ໂຫລ,loː,loː˩˧
ຄະນອງ,kʰanɔːŋ,kʰa˧nɔːŋ˧˥
ດ້າວ,daːo,daːo˥˨
ທອມ,tʰɔːm,tʰɔːm˧˥
ມະຫາອຳນາດ,mahaːamnaːt,ma˧haː˩˧amnaːt˥˨
ຮື,hɯː,hɯː˧˥
ແບບຮຽນ,bɛːphiaːn,bɛːp˧˩hiaːn˧˥
ສາຫັດ,saːhat,saː˩˧hat˧˥
ຄື່ນ,kʰɯːn,kʰɯːn˧
ແຄ້ນ,kʰɛːn,kʰɛːn˥˨
ຫົວພໍ່,huaːpʰɔː,huaː˩˧pʰɔː˧
ໂຊ່,soː,soː˧
ການສ່ອງແສງ,kaːnsɔːŋsɛːŋ,kaːnsɔːŋ˧sɛːŋ˩˧
ນະຂະ,nakʰa,na˧kʰa˧˥
ເຈົ້າມູນ,t͡ɕaomuːn,t͡ɕao˥˨muːn˧˥
ກະບຸງ,kabuŋ,ka˧˥buŋ
ພິທູນ,pʰitʰuːn,pʰi˧tʰuːn˧˥
ສະເທືອນ,satʰɯːə̯n,sa˧˥tʰɯːə̯n˧˥
ເດີກ,dəːk,dəːk˧˩
ດາມ,daːm,daːm
ການສຳຜັດ,kaːnsampʰat,kaːnsam˩˧pʰat˧˥
ລູກຄິດ,luːkkʰit,luːk˥˨kʰit˧
ສະພາກ,sapʰaːk,sa˧˥pʰaːk˥˨
ນິດໃສ,nitsaj,nit˧saj˩˧
ສ່ວນບຸນ,suaːnbun,suaːn˧bun
ແຂມ,kʰɛːm,kʰɛːm˩˧
ທາງໄດ້,tʰaːŋdaj,tʰaːŋ˧˥daj˥˨
ຄວາມຊົ່ວ,kʰwaːmsuaː,kʰwaːm˧˥suaː˧
ຫຸມ,hum,hum˩˧
ນິມົນ,nimon,ni˧mon˧˥
ລົງມະຕິ,loŋmati,loŋ˧˥ma˧ti˧˥
ຄວາມມັກ,kʰwaːmmak,kʰwaːm˧˥mak˧
ຮິມ,him,him˧˥
ຈິດຕະສາດ,t͡ɕittasaːt,t͡ɕit˧˥ta˧˥saːt˧˩
ຊ້ອງ,sɔːŋ,sɔːŋ˥˨
ທວນ,tʰuaːn,tʰuaːn˧˥
ກະບົດ,kabaːtnap,ka˧˥baːt˧˩nap˧
ຂິມ,kʰim,kʰim˩˧
ຄຶງ,kʰiŋ,kʰiŋ˧˥
ໂລ້,loː,loː˥˨
ດິ່ງ,diŋ,diŋ˧
ສໍ່,sɔː,sɔː˧˥
ອຸທຸມພອນ,utʰumpʰɔːn,u˧˥tʰum˧˥pʰɔːn˧˥
ຄະມະ,kʰama,kʰa˧ma˧
ເພີ້,pʰəː,pʰəː˥˨
ເຄື່ອງໃນ,kʰɯːə̯ŋnaj,kʰɯːə̯ŋ˧naj˧˥
ໂປດ,poːt,poːt˧˩
ຄວາມຈົບງາມ,kʰwaːmt͡ɕopŋaːm,kʰwaːm˧˥t͡ɕop˧˥ŋaːm˧˥
ຫລົກ,lok,lok˧˥
ສຸດໃຈ,sutt͡ɕaj,sut˧˥t͡ɕaj
ອາຈົມ,aːt͡ɕom,aːt͡ɕom
ຢໍ້າ,jam,jam˥˨
ພໍໃຫ້,pʰɔːhaj,pʰɔː˧˥haj˧˩
ເພດານ,pʰeːdaːn,pʰeː˧˥daːn
ມາດາມ,maːdaːm,maː˧˥daːm
ກະຕາມ,kataːm,ka˧˥taːm
ຫມໍ້,mɔː,mɔː˧˩
ບັນພະບຸຣຸດ,banpʰaburut,banpʰa˧bu˧˥rut˧
ຄວາມສີວິໄລ,kʰwaːmsiːwilaj,kʰwaːm˧˥siː˩˧wi˧laj˧˥
ສະພັງ,sapʰaŋ,sa˧˥pʰaŋ˧˥
ຄວາມຫລັງ,kʰwaːmlaŋ,kʰwaːm˧˥laŋ˩˧
ກະລຶມ,kalɯm,ka˧˥lɯm˧˥
ຕັກແຕນ,taktɛːn,tak˧˥tɛːn
ກ່າ,ka,ka˧
ກ່າງ,kaːŋ,kaːŋ˧
ມານະ,maːna,maː˧˥na˧
ລ້ອນ,lɔːn,lɔːn˥˨
ແຈ່ວ,t͡ɕɛːw,t͡ɕɛːw˧
ຜູ້ດຽວ,pʰuːdiaːw,pʰuː˧˩diaːw
ແວ່ນ,wɛːn,wɛːn˧
ໃນຣະຍະນີ້,najraɲaniː,naj˧˥ra˧ɲa˧niː˥˨
ສອງຫົວ,sɔːŋhuaː,sɔːŋ˩˧huaː˩˧
ທຸຣະ,tʰura,tʰu˧ra˧
ບໍ່ປ່ຽນ,bɔːpiaːn,bɔː˧piaːn˧
ບັນດົນ,bandon,bandon
ແມ້ນ,mɛːn,mɛːn˥˨
ແອດແລດ,ɛːtlɛːt,ɛːt˧˩lɛːt˥˨
ອອກເງິນ,ɔːkŋən,ɔːk˧˩ŋən˧˥
ໃນຕາ,najtaː,naj˧˥taː
ເຄື່ອງນຸ່ງ,kʰɯːə̯ŋnuŋ,kʰɯːə̯ŋ˧nuŋ˧
ຫຍັນ,ɲan,ɲan˩˧
ຝຽນ,fiaːn,fiaːn˩˧
ເປັນຕົວການ,pentuaːkaːn,pentuaːkaːn
ຍ້ອມ,ɲɔːm,ɲɔːm˧˥
ຄີມ,kʰiːm,kʰiːm˧˥
ຂູ່,kʰuː,kʰuː˧
ອະຫິວາ,ahiwaː,a˧˥hi˧˥waː˧˥
ຖຽງ,tʰiaːŋ,tʰiaːŋ˩˧
ບໍ່ທໍ່ໃດ,bɔːtʰɔːdaj,bɔː˧tʰɔː˧daj
ກະບອກສຽງ,kabɔːksiaːŋ,ka˧˥bɔːk˧˩siaːŋ˩˧
ເຫິງ,həŋ,həŋ˩˧
ຮ່ຳ,ham,ham˧
ໃສ້,saj,saj˧˩
ຖີບ,tʰiːp,tʰiːp˧˩
ໂຄຈອນ,kʰoːt͡ɕɔːn,kʰoː˧˥t͡ɕɔːn
ຈຽມ,t͡ɕiaːm,t͡ɕiaːm
ຄວງ,kʰuaːŋ,kʰuaːŋ˧˥
ບໍຣິໂພກ,bɔːripʰoːk,bɔːri˧pʰoːk˥˨
ມັຍ,muaːŋmɛːŋwan,muaːŋ˧mɛːŋ˧˥wan˧˥
ຫວ່ານ,waːn,waːn˧
ຟີຊິກ,fiːsi,fiː˧˥si˧
ຊະນີ,saniː,sa˧niː˧˥
ຈຸນ,t͡ɕun,t͡ɕun
ມື່ນ,mɯːn,mɯːn˧
ມະໄລ,malaj,ma˧laj˧˥
ບັນນາທິການ,bannaːtʰikaːn,bannaː˧˥tʰi˧kaːn
ຍຸທ,ɲuaːtɲaːn,ɲuaːt˥˨ɲaːn˧˥
ຜັດ,pʰat,pʰat˧˥
ອຸຕ,uaːt,uaːt˧˩
ກະບິນ,kabin,ka˧˥bin
ລູກມື,luːkmɯ,luːk˥˨mɯ˧˥
ກະບອງ,kaboːŋ,ka˧˥boːŋ
ສຽມ,siaːm,siaːm˩˧
ຖານັນດອນ,tʰaːnandɔːn,tʰaː˩˧nan˧˥dɔːn
ອຶດ,ɯt,ɯt˧˥
ມິຕ,mɔːtnam,mɔːt˥˨nam˥˨
ຟອນ,fɔːn,fɔːn˧˥
ຕາມໆກັນ,taːmtaːmkan,taːmtaːmkan
ເຄື່ອງປະກອບ,kʰɯːə̯ŋpakɔːp,kʰɯːə̯ŋ˧pa˧˥kɔːp˧˥
ລົນ,lon,lon˧˥
ຈຸກ,t͡ɕuk,t͡ɕuk˧˥
ຂອງດີ,kʰɔːŋdiː,kʰɔːŋ˩˧diː
ໂປໂລ,poːloː,poːloː˧˥
ຄຸກຄາມ,kʰukkʰaːm,kʰuk˧kʰaːm˧˥
ນາມບັດ,nambat,nam˧˥bat˧˥
ດີ້,diː,diː˥˨
ເຂາະ,kʰɔ,kʰɔ˧˥
ແພ່ງ,pʰɛːŋ,pʰɛːŋ˧
ໄຖ່,tʰaj,tʰaj˧
ທິປະໄຕ,tʰipataj,tʰi˧pa˧˥taj
ກີ່,kiː,kiː˧
ການເຊີນ,kaːnsəːn,kaːnsəːn˧˥
ເຄື່ອງປະດັບ,kʰɯːə̯ŋpadap,kʰɯːə̯ŋ˧pa˧˥dap˧˥
ຜູ້ເຮັດ,pʰuːhet,pʰuː˧˩het˧
ຈ້ອນ,t͡ɕɔːn,t͡ɕɔːn˥˨
ກອນລຳ,kɔːnlam,kɔːnlam˧˥
ອະລັງການ,alaŋkaːn,a˧˥laŋ˧˥kaːn
ຖີ່ຖ້ວນ,tʰiːtʰuaːn,tʰiː˧tʰuaːn˧˩
ລົດນ້ຳ,lotnam,lot˧nam˥˨
ກະຕິ,kati,ka˧˥ti˧˥
ໂບກ,boːk,boːk˧˩
ສະພານ,sapʰaːn,sa˧˥pʰaːn˧˥
ຕຸກກະຕາ,tukkataː,tuk˧˥ka˧˥taː
ທໍ້ແທ້,tʰɔːtʰɛː,tʰɔː˥˨tʰɛː˥˨
ພິຖີພິຖັນ,pʰitʰiːpʰitʰan,pʰi˧tʰiː˩˧pʰi˧tʰan˩˧
ພະຍາງ,pʰaɲaːŋ,pʰa˧ɲaːŋ˧˥
ຮ້ອນຮົນ,hɔːnhon,hɔːn˥˨hon˧˥
ສນັບສນຸນ,sanapsanun,sa˧˥nap˧˥sa˧˥nun˩˧
ໂກສົນ,koːson,koːson˩˧
ຣັດຕະນະ,rattana,rat˧ta˧˥na˧
ຫມາກແຕງ,maːktɛːŋ,maːk˧˩tɛːŋ
ຕົດ,tot,tot˧˥
ເດິກ,dək,dək˧˥
ລືບ,lɯːp,lɯːp˥˨
ຍຸຕິ,ɲuti,ɲu˧ti˧˥
ຝັກ,fak,fak˧˥
ຊະດິນ,sadin,sa˧din
ສ້ອມ,sɔːm,sɔːm˧˩
ຟົ້ງ,foŋ,foŋ˥˨
ກະຈົກ,kat͡ɕok,ka˧˥t͡ɕok˧˥
ແຮ້ງ,hɛːŋ,hɛːŋ˥˨
ກະດັນ,kadan,ka˧˥dan
ວັງສະ,waŋsa,waŋ˧˥sa˧˥
ຄວາ,kʰwaː,kʰwaː˧˥
ຜູ້ມີອຳນາດ,pʰuːmiːamnaːt,pʰuː˧˩miː˧˥amnaːt˥˨
ດູກ,duːk,duːk˧˩
ສົມພານ,sompʰaːn,som˩˧pʰaːn˧˥
ພັກສາ,pʰaksaː,pʰak˧saː˩˧
ຕົບ,top,top˧˥
ໄດ້ການ,dajkaːn,daj˥˨kaːn
ປີງ,piːŋ,piːŋ
ແນວແນ່,nɛːwnɛː,nɛːw˥˨nɛː˧
ອອກມາໃຫ້ເຫັນ,ɔːkmaːhajhen,ɔːk˧˩maː˧˥haj˧˩hen˩˧
ຄວາມຫມັ້ນຄົງ,kʰwaːmmankʰoŋ,kʰwaːm˧˥man˧˩kʰoŋ˧˥
ກວາງຕຸ້ງ,kwaːŋtuŋ,kwaːŋtuŋ˥˨
ທຽວ,tʰiaːw,tʰiaːw˧˥
ລາຕິນ,laːtin,laː˧˥tin
ການລົງໂທດ,kaːnloŋtʰoːt,kaːnloŋ˧˥tʰoːt˥˨
ມີໂທດ,miːtʰoːt,miː˧˥tʰoːt˥˨
ແຜດເຜົາ,pʰɛːtpʰao,pʰɛːt˧˩pʰao˩˧
ຫນີ້,niː,niː˧˩
ອາຣີ,aːriː,aːriː˧˥
ຊຸ້ມ,sum,sum˥˨
ອຶນ,ɯn,ɯn
ບັ້ງ,baŋ,baŋ˥˨
ກ່ຳ,kam,kam˧
ຕົວໃຫຍ່,tuaːɲaːj,tuaːɲaːj˧
ອັນຄວນ,ankʰuaːn,ankʰuaːn˧˥
ຫາຈະ,haːt͡ɕa,haː˩˧t͡ɕa˧˥
ຕັ້ງທ່າ,taŋtʰaː,taŋ˥˨tʰaː˧
ເຈືອ,t͡ɕɯːə̯,t͡ɕɯːə̯
ໂຫ້,hoː,hoː˧˩
ເດນ,deːn,deːn
ຄວາມເຕັມໃຈ,kʰwaːmtemt͡ɕaj,kʰwaːm˧˥temt͡ɕaj
ພະຫັດ,pʰahat,pʰa˧hat˧˥
ເຄື່ອງດົນຕີ,kʰɯːə̯ŋdontiː,kʰɯːə̯ŋ˧dontiː
ພຶ້ນ,pʰɯːn,pʰɯːn˥˨
ພາງ,pʰaːŋ,pʰaːŋ˧˥
ຊືນ,sɯːn,sɯːn˧˥
ຄືບ,kʰɯːp,kʰɯːp˥˨
ຕ້ອງໃຈ,tɔːŋt͡ɕaj,tɔːŋ˥˨t͡ɕaj
ຮັງ,haŋ,haŋ˧˥
ສະກັນ,sakan,sa˧˥kan
ຕອດ,toːt,toːt˧˩
ເອມ,eːm,eːm
ຫນ້າເບື່ອ,naːbɯːə̯,naː˧˩bɯːə̯˧
ຂອງໄຫລ,kʰɔːŋlaj,kʰɔːŋ˩˧laj˩˧
ພ້າ,pʰaː,pʰaː˥˨
ຄຳແພງ,kʰampʰɛːŋ,kʰam˧˥pʰɛːŋ˧˥
ວັດຈະນານຸກົມ,watt͡ɕanaːnukom,wat˧t͡ɕa˧˥naː˧˥nu˧kom
ທາງນອກ,tʰaːŋnɔːk,tʰaːŋ˧˥nɔːk˥˨
